"folderlist$BookmarkFolder","BookMark","BookMarkDescription"
"DLM","http://www.thefiscaltimes.com/Articles/2014/03/27/Hospitals-Plot-End-Insurance-Companies","Hospitals Plot the End of Insurance Companies | The Fiscal Times"
"DLM","http://dealbook.nytimes.com/2014/03/27/failing-stress-test-is-another-stumble-for-citigroup/","Failing Stress Test Is Another Stumble for Citigroup - NYTimes.com"
"DLM","http://www.ijreview.com/2014/03/124716-one-doctors-viral-letter-exposes-harrowing-reality-obamacares-war-doctors/","One Doctor’s Viral Letter Exposes the Harrowing Reality of Obamacare’s ‘War Against Doctors’"
"DLM","https://www.facebook.com/thepeoplescube?ref=stream","The People&#39;s Cube"
"DLM","https://www.facebook.com/leslie.a.dowd","Leslie Ann Dowd"
"DLM","http://dailycaller.com/2014/03/28/white-house-looks-to-regulate-cow-flatulence-as-part-of-climate-agenda/#ixzz2xHqYITaT","White House regulate cow flatulence climate agenda | The Daily Caller"
"DLM","http://www.latimes.com/business/hiltzik/la-fi-mh-obamacare-numbers-20140331,0,4488747.story","Obamacare numbers coming in huge: Here&#39;s a guide to GOP excuse-making - latimes.com"
"DLM","http://www.forbes.com/sites/theapothecary/2014/03/31/rand-only-one-third-of-obamacare-exchange-sign-ups-were-from-the-previously-uninsured/","RAND: Only One-Third Of Obamacare Exchange Sign-Ups Were From The Previously Uninsured - Forbes"
"DLM","http://washingtonexaminer.com/harry-reid-dismisses-cancer-patient-tom-coburns-obamacare-concern/article/2546634","Harry Reid dismisses cancer patient Tom Coburn&#39;s Obamacare concern | WashingtonExaminer.com"
"DLM","http://www.breitbart.com/big-government/2014/04/02/exclusive-house-republicans-secret-immigration-ploy","Exclusive: House Republicans&#39; Secret Immigration Ploy"
"DLM","http://www.thefiscaltimes.com/Articles/2014/04/03/Obamacare-s-Next-Challenge-IRS-Verification","Obamacare’s Next Challenge: IRS Verification | The Fiscal Times"
"DLM","http://www.nationalreview.com/article/375021/dems-voter-fraud-denial-john-fund","Dems’ Voter-Fraud Denial | National Review Online"
"DLM","http://online.wsj.com/news/articles/SB10001424052702304441304579479700454846082?mod=hp_opinion&mg=reno64-wsj&url=http%3A%2F%2Fonline.wsj.com%2Farticle%2FSB10001424052702304441304579479700454846082.html%3Fmod%3Dhp_opinion","A Catastrophe Like No Other - WSJ.com"
"DLM","http://www.thefiscaltimes.com/Articles/2014/04/04/6-Billion-Goes-Missing-State-Department","$6 Billion Goes Missing at State Department | The Fiscal Times"
"DLM","http://www.weeklystandard.com/blogs/private-health-insurance-outside-obamacare-marketplaces-still-sale_786508.html","Private Health Insurance, Outside Obamacare Marketplaces, Still for Sale | The Weekly Standard"
"DLM","http://www.theblaze.com/stories/2014/04/04/the-little-noticed-consequence-of-obamacare-that-will-leave-many-americans-out-of-luck/","The ‘Little-Noticed’ Consequence of Obamacare That Will Leave Many Americans Out of Luck | TheBlaze.com"
"DLM","http://www.washingtontimes.com/news/2014/apr/4/state-dept-misplaced-6b-under-hillary-clinton-ig-r/","State Dept. misplaced $6B under Hillary Clinton: IG report - Washington Times"
"DLM","http://nypost.com/2014/04/03/obamas-laughable-stand-up-routine/","Obama’s laughable stand-up routine | New York Post"
"DLM","http://www.theblaze.com/stories/2014/04/05/students-fed-up-with-michelle-obamas-school-lunch-overhaul-menu-item-snapshots-spell-out-why/","Students Fed Up With Michelle Obama’s School Lunch Overhaul — Menu-Item Snapshots Spell Out Why | TheBlaze.com"
"DLM","http://apnews.myway.com/article/20140406/DAD0NOP00.html","My Way News - GOP seeks coverage choices in health law they hate"
"DLM","http://www.huffingtonpost.com/2014/04/06/obama-equal-pay_n_5100361.html?ncid=txtlnkusaolp00000592","Obama To Sign Executive Orders On Equal Pay"
"DLM","http://news.yahoo.com/irrational-hatred-obamacare-hard-fathom-050114495.html","IRRATIONAL HATRED OF OBAMACARE IS HARD TO FATHOM - Yahoo News"
"DLM","http://www.aei-ideas.org/2014/04/once-you-impose-the-ceteris-paribus-condition-the-alleged-23-gender-pay-gap-starts-to-evaporate/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+blogspot%2FmmMP+%28CARPE+DIEM%29","Once you impose the ‘ceteris paribus’ condition, the alleged 23% gender pay gap starts to quickly evaporate | AEIdeas"
"DLM","http://news.yahoo.com/fargo-6th-graders-mop-against-college-investors-173300583.html","Fargo 6th-graders mop up against college investors - Yahoo News"
"DLM","http://thehill.com/blogs/regwatch/administration/202932-holder-claims-vast-amount-of-discretion-in-enforcing-law","Holder claims &#39;vast amount&#39; of discretion in enforcing federal laws | TheHill"
"DLM","http://cnsnews.com/news/article/melanie-hunter/holder-gohmert-contempt-you-don-t-want-go-there-buddy","Holder to Gohmert on Contempt: ‘You Don’t Want to Go There, Buddy’ | CNS News"
"DLM","http://www.aei-ideas.org/2014/04/equal-pay-day-this-year-falls-on-april-8-the-next-equal-occupational-fatality-day-will-occur-on-december-20-2023/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+blogspot%2FmmMP+%28CARPE+DIEM%29","‘Equal Pay Day’ this year falls on April 8; the next ‘Equal Occupational Fatality Day’ will occur on December 20, 2023 | AEIdeas"
"DLM","http://blogs.wsj.com/economics/2014/04/08/more-moms-are-staying-at-home-reversing-decadeslong-decline/?mod=WSJ_hpp_MIDDLENexttoWhatsNewsForth","More Moms Staying Home, Reversing Decadeslong Decline - Real Time Economics - WSJ"
"DLM","http://news.yahoo.com/ryan-budget-offers-democrats-a-life-raft-for-midterm-messaging-170052544.html","Ryan budget offers Democrats a life raft for midterm messaging - Yahoo News"
"DLM","http://www.ft.com/intl/cms/s/0/a8fc5db6-bf47-11e3-b924-00144feabdc0.html","Biggest US banks forced to hold $68bn in extra capital - FT.com"
"DLM","http://www.rasmussenreports.com/public_content/politics/current_events/healthcare/health_care_law","Health Care Law - Rasmussen Reports™"
"DLM","http://finance.yahoo.com/news/democratic-poll-warning-midterm-disaster-140100926.html","A New Democratic Poll Is Warning Of Midterm Disaster For Democrats - Yahoo Finance"
"DLM","http://freebeacon.com/issues/holder-we-want-to-explore-gun-tracking-bracelets/","Holder: We Want to Explore Gun Tracking Bracelets | Washington Free Beacon"
"DLM","http://atlanta.cbslocal.com/2014/04/09/hank-aaron-compares-republicans-that-oppose-obama-to-kkk/","Hank Aaron Compares Republicans That Oppose Obama To KKK « CBS Atlanta"
"DLM","http://www.washingtontimes.com/news/2014/apr/9/dallas-irs-office-plastered-pro-obama-stickers-scr/","Dallas IRS office plastered with pro-Obama stickers, screensavers - Washington Times"
"DLM","http://www.cnbc.com/id/101561812","New York rich face tax surprise when they die"
"DLM","http://www.foxnews.com/politics/2014/04/09/latest-obamacare-surprise-most-wont-be-able-to-buy-health-insurance-until-end/","Latest ObamaCare surprise: Most won&#39;t be able to buy health insurance until end of year | Fox News"
"DLM","http://www.dailyiowan.com/2014/04/08/Opinions/37365.html","Byrd: The new Washington war machine - The Daily Iowan"
"DLM","http://finance.yahoo.com/news/two-studies-raise-red-flags-093000430.html","Two New Studies Raise Red Flags on Obamacare - Yahoo Finance"
"DLM","http://www.washingtontimes.com/news/2014/apr/10/johnson-health-care-on-hold/","JOHNSON: Obamacare exit strategy brings endless waits on hold - Washington Times"
"DLM","http://www.cnsnews.com/news/article/melanie-hunter/sebelius-parting-words-and-unfortunately-page-missing","Sebelius’ Parting Words: ‘And Unfortunately, a Page Is Missing’ | CNS News"
"DLM","http://cnsnews.com/mrctv-blog/craig-bannister/sen-sessions-deliberate-plan-president-collapse-us-law-enforcement-system","Sen. Sessions: &#39;Deliberate Plan by President&#39; to Collapse U.S. Law Enforcement System | CNS News"
"DLM","http://www.9news.com/story/news/education/2014/04/10/dps-undocumented-immigrants-teachers/7549533/","DPS to hire previously undocumented immigrants"
"DLM","http://www.glennbeck.com/content/blog/glenn/should-2014-be-the-year-you-quit-your-job/","Should 2014 be the year you quit your job? – Glenn Beck"
"DLM","http://www.ijreview.com/2014/04/128753-7-blockbuster-obamacare-charts-white-house-doesnt-want-america-see/","7 Blockbuster Obamacare Charts That the White House Doesn’t Want America to See"
"DLM","http://blog.heritage.org/2014/04/11/washington-post-op-ed-didnt-pay-shes-right/?utm_source=facebook&utm_medium=social","Washington Post Op-Ed: You Didn’t Pay For That (And She’s Right)"
"DLM","http://abundantlifeliving.wordpress.com/2014/04/04/video-cair-quashes-film-on-islamic-documentary-honor-diaries/","VIDEO: CAIR Quashes Film on Islamic Documentary : “Honor Diaries” | ABUNDANT LIFE LIVING"
"DLM","http://www.washingtonpost.com/news/the-watch/wp/2014/04/11/n-y-search-warrant-case-shows-why-we-need-the-exclusionary-rule/","N.Y. search warrant case shows why we need the Exclusionary Rule"
"DLM","http://www.theguardian.com/society/2014/apr/14/nhs-nurses-stretch-breaking-point-report?CMP=twt_gu","NHS nurses stretched to breaking point, says report | Society | theguardian.com"
"DLM","http://www.forbes.com/sites/realspin/2014/04/14/how-obamas-justice-department-selectively-blocks-mergers-by-republican-ceos/","How Obama&#39;s Justice Department Selectively Blocks Mergers By Republican CEOs - Forbes"
"DLM","http://www.bloombergview.com/articles/2014-04-14/obamacare-haters-aren-t-mysterious?cmpid=yhoo","Obamacare Haters Aren&#39;t Mysterious - Bloomberg View"
"DLM","http://news.yahoo.com/cbo-says-obamacare-cost-less-191500438.html","CBO Says Obamacare Will Cost Less Than Projected - Yahoo News"
"DLM","http://www.newsmax.com/Newsfront/USPS-ammo-purchase-federal/2014/04/14/id/565541/","US Postal Service Joins in Federal Ammo Purchases"
"DLM","http://www.weeklystandard.com/blogs/feds-begin-fingerprinting-high-risk-medicare-providers-and-suppliers_786924.html","Feds Begin Fingerprinting &#39;High Risk&#39; Medicare Providers and Suppliers | The Weekly Standard"
"DLM","http://blog.heritage.org/2014/04/15/crime-bullied-15-year-old-special-needs-student-convicted-disorderly-conduct-recording-evidence-bullying/?utm_source=facebook&utm_medium=social","15-Year-Old Special Needs Student Convicted for Recording Bullying"
"DLM","http://washingtonexaminer.com/13-tax-deductions-you-never-knew-existed/article/2547268","13 tax deductions you never knew existed | WashingtonExaminer.com"
"DLM","http://www.cnet.com/news/tax-dodgers-beware-irs-could-be-watching-your-social-media/","Tax dodgers beware: IRS could be watching your social media - CNET"
"DLM","http://www.kens5.com/news/255294801.html","Sticker shock at the steak house; beef prices highest in 27 years | kens5.com San Antonio"
"DLM","http://weaselzippers.us/183066-al-gore-calls-global-warming-skeptics-immoral-unethical-and-despicable/","Al Gore Calls Global Warming Skeptics “Immoral, Unethical And Despicable”… | Weasel Zippers"
"DLM","https://www.facebook.com/illinoispolicy/posts/10152117938028667","Reagan, Clinton and Bush libraries were... - Illinois Policy Institute"
"DLM","http://reason.com/blog/2014/04/18/peoria-mayor-calls-out-police-to-track-d","Peoria Mayor Sends Police to Track Down Twitter Parodist - Hit &amp; Run : Reason.com"
"DLM","http://www.nationaljournal.com/politics/hillary-clinton-s-new-book-title-has-already-been-used-by-a-former-secretary-of-state-20140418","Hillary Clinton&#39;s New Book Title Has Already Been Used by a Former Secretary of State - NationalJournal.com"
"DLM","http://www.washingtonpost.com/news/the-watch/wp/2014/04/18/congratulations-your-tiny-town-has-an-mrap-and-is-ready-for-war/","Congratulations! Your tiny town has an MRAP and is ready for war"
"DLM","http://www.ijreview.com/2014/04/130940-san-francisco-billionaire-just-bought-obama-delayed-keystone-xl-pipeline/","A San Francisco Billionaire Just Bought Obama and Delayed the Keystone XL Pipeline"
"DLM","http://www.foxnews.com/politics/2014/04/18/obama-administration-extends-review-period-for-keystone-xl-oil-pipeline/","‘Ridiculous’: Administration punts on Keystone, Obama faces Dem revolt | Fox News"
"DLM","http://www.nationalreview.com/article/376053/united-states-swat-john-fund","The United States of SWAT? | National Review Online"
"DLM","http://www.mcclatchydc.com/2014/04/18/224895/trouble-for-democrats-more-senate.html?sp=/99/104/244/112/#storylink=cpy","WASHINGTON: Trouble for Democrats: More Senate seats are at risk | Congress | McClatchy DC"
"DLM","http://www.nytimes.com/2014/04/20/us/politics/democrats-confront-vexing-politics-over-the-health-care-law.html?_r=0","Democrats Confront Vexing Politics Over the Health Care Law - NYTimes.com"
"DLM","http://www.nationalreview.com/corner/376191/dem-congressman-obamacare-worst-yet-come-its-going-hit-fan-andrew-johnson?utm_source=twitterfeed&utm_medium=twitter","Dem Congressman on Obamacare: The Worst Is Yet to Come, It&#39;s &#39;Going to Hit the Fan&#39; | National Review Online"
"DLM","http://www.tpnn.com/2014/04/22/results-of-this-new-poll-are-devastating-for-democrats/","Results of This New Poll are Devastating for Democrats"
"DLM","http://www.nytimes.com/2014/04/24/technology/fcc-new-net-neutrality-rules.html?partner=rss&emc=rss&smid=tw-nytimes","F.C.C., in ‘Net Neutrality’ Turnaround, Plans to Allow Fast Lane - NYTimes.com"
"DLM","http://online.wsj.com/news/articles/SB10001424052702304518704579519712895140226?mg=reno64-wsj&url=http%3A%2F%2Fonline.wsj.com%2Farticle%2FSB10001424052702304518704579519712895140226.html","Best of the Web Today: &#39;A Lot of Misinformation&#39; - WSJ.com"
"DLM","http://finance.yahoo.com/blogs/the-exchange/here-s-who-obamacare-hurt-the-most-175034164.html","Obamacare hurt these people the most | The Exchange - Yahoo Finance"
"DLM","http://finance.yahoo.com/blogs/the-exchange/why-nobody-calls-when-you-apply-for-a-job-180120754.html","Why nobody calls when you apply for a job | The Exchange - Yahoo Finance"
"DLM","http://news.yahoo.com/state-leaving-online-health-exchange-us-212806223--finance.html","State leaving online health exchange for US site - Yahoo News"
"DLM","http://www.washingtonpost.com/blogs/the-fix/wp/2014/04/26/why-immigration-reform-isnt-the-answer-to-republicans-demographic-woes/","Why immigration reform isn’t the answer to Republicans’ demographic woes"
"DLM","http://www.spokesman.com/stories/2014/apr/25/mcmorris-rodgers-says-aca-likely-to-stay/","McMorris Rodgers says ACA likely to stay - Spokesman.com - April 25, 2014"
"DLM","http://www.utsandiego.com/news/2014/apr/26/obamacare-deals-blow-to-one-doctor-medicine/","Obamacare deals blow to one-doctor medicine | UTSanDiego.com"
"DLM","http://online.wsj.com/news/articles/SB10001424052702304279904579518273176775310?mg=reno64-wsj&url=http%3A%2F%2Fonline.wsj.com%2Farticle%2FSB10001424052702304279904579518273176775310.html","Daniel F. Craviotto: A Doctor&#39;s Declaration of Independence - WSJ.com"
"DLM","http://www.washingtonpost.com/politics/post-abc-news-poll-shows-democrats-at-risk-in-november-as-obamas-approval-rating-falls/2014/04/28/2a448b04-cf07-11e3-b812-0c92213941f4_story.html","Post-ABC News poll shows Democrats at risk in November as Obama’s approval rating falls - The Washington Post"
"DLM","http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/04/29/National-Politics/Polling/release_342.xml","Obama approval weak as Democrats face midterm challenge - The Washington Post"
"DLM","http://cnsnews.com/news/article/ali-meyer/bls-20-american-families-no-one-works","BLS: In 20% of American Families, No One Works | CNS News"
"DLM","http://www.thecollegefix.com/post/17230/","Meet the Poster Child for ‘White Privilege’ – Then Have Your Mind Blown"
"DLM","http://gopthedailydose.com/2014/04/28/hs-students-say-pledge-in-arabic-one-nation-under-allah/","HS Students Say Pledge In Arabic: ‘One Nation Under Allah’ |"
"DLM","http://losangeles.cbslocal.com/2014/04/29/ucla-rejects-3m-gift-from-donald-sterling-for-kidney-research/","UCLA Rejects $3M Gift From Donald Sterling For Kidney Research « CBS Los Angeles"
"DLM","http://www.washingtonpost.com/local/trafficandcommuting/white-house-opens-door-to-tolls-on-interstate-highways-removing-long-standing-prohibition/2014/04/29/5d2b9f30-cfac-11e3-b812-0c92213941f4_story.html","White House opens door to tolls on interstate highways, removing long-standing prohibition - The Washington Post"
"Election Data","http://www.cnn.com/election/2012/results/main","Election Results - 2012 Election Center - Elections &amp; Politics from CNN.com"
"Election Data","http://www.politico.com/2012-election/results/president/alabama/","Alabama Election Results 2012 - Map, County Results, Live Updates - POLITICO.com"
"Election Data","http://www-personal.umich.edu/~mejn/election/2012/","Election maps"
"Election Data","http://www.cnn.com/ELECTION/2008/results/county/","County Results - Election Center 2008 - Elections &amp; Politics from CNN.com"
"Election Data","http://www.outsidethebeltway.com/2008_election_county-by-county/","2008 Election County-By-County"
"Election Data","http://rrcc.co.la.ca.us/elect/downrslt.html-ssi","Los Angeles County Election Results File Download"
"Election Data","http://www.foxnews.com/politics/elections/2012-alabama-state-race","2012 Alabama Race | Politics | Fox News"
"Election Data","http://en.wikipedia.org/wiki/United_States_presidential_election,_2012","United States presidential election, 2012 - Wikipedia, the free encyclopedia"
"Election Data","http://www.loc.gov/rr/program/bib/elections/statistics.html","U.S. Election Statistics: A Resource Guide (Virtual Programs &amp; Services, Library of Congress)"
"Election Data","http://elections.gmu.edu/voter_turnout.htm","United States Elections Project"
"Election Data","http://www.electionstudies.org/","American National Election Studies"
"Election Data","http://www.nased.org/links.html","National Association of State Election Directors"
"Election Data","http://www.nass.org/index.php?option=com_content&view=article&id=342%3Astate-election-results-reporting&catid=928%3Auncategorized-elections-voting&Itemid=457","Results for the November 2012 General Election"
"Election Data","http://www.alabamaelectionresults.com/","Alabama Election Results - Secretary of State Beth Chapman"
"Election Data","http://elections.huffingtonpost.com/2012/results/texas","Texas Election Results"
"Election Data","https://www.google.com/elections/ed/us/results","Google Politics &amp; Elections"
"Election Data","http://uselectionatlas.org/","Dave Leip&#39;s Atlas of U.S. Presidential Elections"
"Election Data","http://reporting.sunlightfoundation.com/2012/return_on_investment/","Outside spenders&#39; return on investment - Sunlight Foundation Reporting Group"
"Election Data","http://www.nationaljournal.com/blogs/hotlineoncall/2013/06/gallup-post-mortem-leads-to-polling-changes-04","Gallup Post Mortem Leads To Polling Changes - NationalJournal.com"
"Election Data","http://www.r-bloggers.com/are-fox-news-polls-biased/","Are Fox News Polls Biased? | (R news &amp; tutorials)"
"Election Data","https://d396qusza40orc.cloudfront.net/statistics%2Fproject%2Fanes1.html","American National Elections Study, 2012 Time Series Study Coursera Extract"
"Election Data","http://www.electionstudies.org/studypages/download/datacenter_all_NoData.php","ANES &gt; Data Center Login"
"Election Data","http://www.ijreview.com/2014/03/122688-obama/","NRCC Reveals The One Word That Motivates GOP Voters… And It’s Not What You Think"
"Election Data","https://d396qusza40orc.cloudfront.net/statistics%2Fproject%2Fanes1.html#hlthlaw_qual","American National Elections Study, 2012 Time Series Study Coursera Extract"
"Martial Arts","http://finchin.com/kali-martial-arts-jason-bourne/","Kali: Martial Arts of Jason Bourne | finChin"
"Martial Arts","http://www.blackbeltforums.com/members/battodoka07.377/","Battodoka07 | Black Belt Forums"
"Martial Arts","http://www.blackbeltmag.com/freeguides/our-bruce-lee-movies-list-little-known-trivia-from-bruce-lees-pictures/?utm_source=BB-Press-Release&utm_medium=2.1.2013-Think%2BYou%2BKnow%2BEverything%2BAbout%2BBruce%2BLee%E2%80%99s%2BFilms%3F&utm_campaign=Bruce%2BLee-Jeet%2Bkune%2BDo-FreeGuide","Bruce Lee Movies List | Free Guide to Bruce Lee’s Pictures – - Black Belt"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/hapkido/hapkido-can-one-martial-art-function-in-all-four-ranges-of-self-defense-part-1/","Hapkido: Can One Martial Art Function in All Four Ranges of Self-Defense? Part 1 – - Black Belt"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/hapkido/hapkido-can-one-martial-art-function-in-all-four-ranges-part-2/","Hapkido: Can One Martial Art Function in All Four Ranges? (Part 2) – - Black Belt"
"Martial Arts","http://chilsong.com/","Home | Martial Arts Norwich - Chilsong Academy"
"Martial Arts","http://www.youtube.com/watch?v=bm0QN-LdD8c","FIGHT NIGHT: INVICTA FC 4 - YouTube"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/hapkido/hapkido-can-one-martial-art-function-in-all-four-ranges-of-self-defense-part-3/","Hapkido: Can One Martial Art Function in All Four Ranges of Self-Defense? (Part 3) – - Black Belt"
"Martial Arts","http://www.superkicksforamerica.net/","Super Kicks for America"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/shotokan/gichin-funakoshi-creator-of-shotokan-karate/","Gichin Funakoshi: Creator of Shotokan Karate – - Black Belt"
"Martial Arts","https://www.facebook.com/ThisIsTKD","This Is Taekwon-Do"
"Martial Arts","https://www.facebook.com/jeetkunedochicago","New Generation Jeet Kune Do"
"Martial Arts","http://www.blackbeltmag.com/daily/martial-arts-history/general-martial-arts-history/zen-in-the-art-of-archery-bodhidharma-and-the-shaolin-temple-martial-arts-fact-or-fiction-part-1/?utm_source=Editorial-Newsletter&utm_medium=3.4.2013-Zen%2BIn%2Bthe%2BArt%2Bof%2BArchery%3A%2BFact%2Bor%2BFiction%3F&utm_campaign=Keith%2BVargo-Zen%2BBudhism","Zen in the Art of Archery, Bodhidharma and the Shaolin Temple: Martial Arts Fact or Fiction? (Part 1) – - Black Belt"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/taekwondo/hee-il-cho-talks-about-his-early-years-practicing-taekwondo-in-south-korea/","Hee Il Cho Talks About His Early Years Practicing Taekwondo in South Korea – - Black Belt"
"Martial Arts","http://www.smithsonianchannel.com/site/sn/show.do?show=141184","Ninja: Shadow Warriors - Smithsonian Channel"
"Martial Arts","http://www.youtube.com/watch?v=XqHDGme0qjs&feature=youtu.be","Kerry Roop Professional Fights - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=T4I-gN_DBjE&feature=youtu.be","Roop vs. Hopkins - YouTube"
"Martial Arts","http://www.scifighting.com/five-sexy-female-fighters-that-can-kick-your-ass/","Five Sexy Female Fighters That Can Kick Your Ass! - SciFighting"
"Martial Arts","http://bodyactionsystem.com/","Body Action System"
"Martial Arts","http://www.scifighting.com/things-to-remember-when-sparring-in-mma/","Things To Remember When Sparring In MMA - SciFighting"
"Martial Arts","http://www.youtube.com/watch?v=jZZNdTb1S6E","Aikido Basics, Shoheijuku Dogo, Japan - YouTube"
"Martial Arts","http://www.blackbeltmag.com/shop/winning-tournament-karate/?utm_source=Product-Newsletter&utm_medium=4.30.2013-Learn+Chuck+Norris++Karate+Moves+for+%245%21&utm_campaign=Chuck+Norris-Winning+Tournament+Karate-Book+Sale","Winning Tournament Karate"
"Martial Arts","http://www.youtube.com/watch?v=lkDBflFtPIw&feature=share","Masahiko Kimura - short documentary - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=Ph1TAU2c3V0","Roop vs. Lewis - YouTube"
"Martial Arts","http://www.blackbeltmag.com/daily/martial-arts-history/korean-martial-arts-history/ancient-korean-swords-and-sword-arts-part-1/","Ancient Korean Swords and Sword Arts (Part 1) – - Black Belt"
"Martial Arts","http://www.youtube.com/watch?v=jZZNdTb1S6E&feature=youtu.be","Aikido Basics, Shoheijuku Dogo, Japan - YouTube"
"Martial Arts","http://www.blackbeltmag.com/daily/martial-arts-history/japanese-matial-arts-history/history-of-karate-video-the-story-of-goju-ryu-karate-techniques-master-teruo-chinen/","History of Karate Video: The Story of Goju-Ryu Karate Techniques Master Teruo Chinen – - Black Belt"
"Martial Arts","http://www.youtube.com/watch?v=pNOHtBOMeUY&feature=youtu.be","Kendo documentary [1/2] - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=de6umoFjDMo&feature=youtu.be","Kendo documentary [2/2] - YouTube"
"Martial Arts","https://www.youtube.com/watch?v=EK1Aw68_HRs","Introduction to Karate by Masao Kagawa - YouTube"
"Martial Arts","http://imos-journal.net/?p=7135","Tai Chi – The Perfect Exercise | IMOS"
"Martial Arts","http://imos-journal.net/","IMOS: Journal of Qigong &amp; Taiji Culture | International Journal of Qigong &amp; Taiji Culture"
"Martial Arts","http://www.youtube.com/watch?v=QfNIgM_cGag&feature=youtu.be","AIKIDO - MITSUGI SAOTOME STAFF OF AIKIDO - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=19lJerM4bj4&feature=youtu.be","柳生心眼流兵法 yagyu shingan-ryu hyoho - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=_brWlZiZUlc&feature=youtu.be","神道夢想流杖術 shinto muso-ryu jojutsu - YouTube"
"Martial Arts","http://www.youtube.com/watch?feature=player_detailpage&v=XK_4Z5DZcNM","THE ZEN MIND - An Introduction by Empty Mind Films - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=3eUaaAmskm8&feature=youtu.be","Free Takamatsu Scrolls (BUJINKAN ) - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=LPj3LxkzwBg&feature=share","Fukien White Crane - Documentary. - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=7toPEi05ArM&feature=youtu.be","Cool Samurai Pictures - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=GsJUq2gvHL8&feature=youtu.be","Geheimnisvolles Kyoto - Schreine, Tempel und die Kunst des Bogenschiessens - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=9pf9Mg2-gFw&feature=youtu.be","Shinobi Spikes - YouTube"
"Martial Arts","http://www.musashiswords.com/shop/product.php?productid=174&cat=0&bestseller","Masashi Katana (SS281BK) - Handmade Functional Katanas - Forged Battle Ready Samurai Swords"
"Martial Arts","http://www.musashiswords.com/shop/product.php?productid=172&cat=0&bestseller","Masashi Katana (SS279BK) - Handmade Functional Katanas - Forged Battle Ready Samurai Swords"
"Martial Arts","http://www.musashiswords.com/shop/product.php?productid=175&cat=36&page=1","Masashi Katana (SS282BK) - Handmade Functional Katanas - Forged Battle Ready Samurai Swords"
"Martial Arts","http://www.weapons-universe.com/Swords/Movie_Swords/Highlander_Swords.shtml","Highlander Swords"
"Martial Arts","http://www.heavenlyswords.com/home.php?cat=262","Highlander Movie Replica Swords, Novelty, Collectibles Heavenly Swords"
"Martial Arts","http://www.ebay.com/bhp/highlander-sword","Highlander Sword | eBay"
"Martial Arts","http://www.sword-buyers-guide.com/highlander-sword.html","Global Gear Highlander Sword Review"
"Martial Arts","http://www.legendaryheroes.com/store/category/highlander-swords-and-weaponry/","Highlander Swords and Weaponry - Highlander Collectible Replica Swords"
"Martial Arts","http://www.therpf.com/f9/highlander-swords-marto-vs-united-cutlery-21850/","Highlander Swords - Marto vs United Cutlery"
"Martial Arts","http://www.youtube.com/watch?v=EQdiocJH6TI","Masahiro Highlander Sword Review Part 1 - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=gfJCD-CEj9I&feature=youtu.be","Shotokan Karate-Do complete guide . Guía completa Shotokan Karate-Do . Hirokazu Kanazawa - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=uJND1O2coXg&feature=youtu.be","BudoArtOfKilling 01 - YouTube"
"Martial Arts","http://ipmanthemusical.com/","Ip Man the Musical"
"Martial Arts","http://www.youtube.com/watch?v=Kgsc-L3qbxk&feature=share","Uechi-ryu hand conditioning 2 - YouTube"
"Martial Arts","http://www.youtube.com/watch?v=jO84APlNN9s&feature=youtu.be","▶ Flexibility for Martial Arts Tutorial (Get High Kicks) - YouTube"
"Martial Arts","http://www.blackbeltmag.com/daily/martial-arts-weapons/edged-weapons/samurai-facts-vs-samurai-myths-and-legends-2/?utm_source=Editorial-Newsletter&utm_medium=8.19.2013-The+Truth+Behind+10+Samurai+Myths&utm_campaign=Samurai+Myths&_wcsid=44A73DF9CFA5189D8D6C17876A432CC3452A81B488BA8EF7","Samurai Facts vs. Samurai Myths and Legends – - Black Belt"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/kendo/samurai-facts-vs-samurai-myths-and-legends-finding-the-best-sword/","Samurai Facts vs. Samurai Myths and Legends: Finding the Best Sword – - Black Belt"
"Martial Arts","http://www.blackbeltmag.com/daily/traditional-martial-arts-training/kendo/samurai-myths-and-legends-are-katanas-illegal/","Samurai Myths and Legends: Are Katanas Illegal? – - Black Belt"
